Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
2018-04-10,14:43:50,7.0,93575,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.3,34.0,3.4,Medium,money_order
2018-05-08,18:14:54,10.0,84450,Female,Mobile,Member,Home & Furniture,Towels,228.0,1.0,0.3,141.2,14.1,Medium,money_order
2018-09-05,19:49:50,3.0,91163,Male,Web,Member,Home & Furniture,Sofas,67.0,3.0,0.2,22.3,2.2,Medium,money_order
2018-05-14,23:15:24,8.0,66585,Female,Web,Member,Home & Furniture,Beds,78.0,3.0,0.3,26.0,2.6,Low,credit_card
2018-11-24,10:46:25,8.0,65920,Female,Mobile,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.2,27.1,2.7,High,credit_card
2018-03-05,16:34:03,7.0,63742,Male,Web,Member,Home & Furniture,Shoe Rack,124.0,5.0,0.2,37.8,3.8,High,credit_card
2018-06-26,13:15:41,2.0,64955,Female,Web,Member,Home & Furniture,Umbrellas,70.0,3.0,0.4,23.3,2.3,Low,e_wallet
2018-01-30,08:52:41,7.0,96009,Male,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.4,47.7,4.8,Low,credit_card
2018-03-21,10:56:57,7.0,77870,Male,Web,Member,Home & Furniture,Sofa Covers,216.0,3.0,0.3,116.6,11.7,High,money_order
2018-07-01,22:23:05,6.0,70868,Male,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.4,122.6,12.3,Medium,credit_card
2018-11-29,14:18:34,10.0,60173,Female,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.3,6.8,0.7,Medium,money_order
2018-11-11,11:44:12,10.0,63413,Male,Web,Member,Home & Furniture,Towels,228.0,4.0,0.3,120.6,12.1,Medium,credit_card
2018-06-30,10:21:31,5.0,93994,Female,Web,Member,Home & Furniture,Sofas,67.0,4.0,0.3,16.8,1.7,Medium,credit_card
2018-12-05,13:27:02,6.0,95074,Female,Mobile,Member,Home & Furniture,Beds,78.0,5.0,0.3,15.6,1.6,Medium,credit_card
2018-03-25,18:15:46,1.0,92798,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.3,21.2,2.1,Medium,credit_card
2018-02-22,13:10:51,3.0,70317,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,3.0,0.3,32.8,3.3,Medium,credit_card
2018-09-29,18:49:23,8.0,86459,Female,Web,Member,Home & Furniture,Umbrellas,70.0,4.0,0.2,17.5,1.8,Medium,money_order
2018-09-06,18:56:06,8.0,94602,Male,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.2,50.3,5.0,Low,credit_card
2018-09-10,07:58:40,5.0,66418,Male,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.2,131.7,13.2,Medium,credit_card
2018-03-13,21:48:09,10.0,79417,Male,Web,Guest,Home & Furniture,Bed Sheets,211.0,3.0,0.2,124.7,12.5,High,credit_card
2018-08-04,12:14:29,6.0,96568,Female,Web,Member,Home & Furniture,Curtains,34.0,3.0,0.3,11.3,1.1,High,e_wallet
2018-01-01,20:26:30,3.0,94232,Male,Web,Member,Home & Furniture,Towels,228.0,1.0,0.3,125.2,12.5,High,credit_card
2018-09-13,10:09:10,1.0,94474,Female,Web,Member,Home & Furniture,Sofas,67.0,3.0,0.2,22.3,2.2,Medium,credit_card
2018-11-21,22:30:21,6.0,84452,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.3,39.0,3.9,High,credit_card
2018-07-30,23:11:01,5.0,90603,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.2,37.8,3.8,Medium,money_order
2018-01-21,13:04:53,5.0,88184,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.2,39.0,3.9,Medium,credit_card
2018-09-13,18:36:47,6.0,91474,Female,Mobile,Member,Home & Furniture,Umbrellas,70.0,5.0,0.3,14.0,1.4,Medium,credit_card
2018-01-21,15:58:43,1.0,94676,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,5.0,0.4,26.4,2.6,Medium,credit_card
2018-07-29,21:02:20,9.0,67558,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,5.0,0.3,103.6,10.4,Medium,credit_card
2018-06-30,11:58:52,1.0,95279,Male,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.2,126.8,12.7,Medium,credit_card
2018-02-27,12:26:47,9.0,92924,Female,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.2,6.8,0.7,Medium,credit_card
2018-04-24,19:29:49,7.0,91390,Male,Web,Member,Home & Furniture,Towels,228.0,3.0,0.4,120.6,12.1,Medium,credit_card
2018-03-04,19:37:21,1.0,74951,Female,Web,Member,Home & Furniture,Sofas,67.0,4.0,0.3,16.8,1.7,Medium,money_order
2018-02-12,17:00:49,8.0,79182,Male,Web,Member,Home & Furniture,Beds,78.0,5.0,0.4,15.6,1.6,Medium,credit_card
2018-06-13,20:53:54,8.0,98933,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.3,31.9,3.2,High,credit_card
2018-11-24,14:30:52,10.0,80635,Female,Mobile,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.2,39.0,3.9,Medium,credit_card
2018-12-21,17:19:51,1.0,95461,Female,Mobile,Member,Home & Furniture,Umbrellas,70.0,4.0,0.2,17.5,1.8,Medium,credit_card
2018-07-01,20:49:54,1.0,67762,Male,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.4,37.0,3.7,Medium,credit_card
2018-06-04,07:44:46,2.0,88910,Female,Mobile,Guest,Home & Furniture,Sofa Covers,216.0,4.0,0.3,92.8,9.3,Medium,money_order
2018-06-16,20:06:02,1.0,69452,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,120.5,12.0,Medium,credit_card
2018-06-23,13:40:55,1.0,65605,Male,Web,Guest,Home & Furniture,Curtains,34.0,4.0,0.4,8.5,0.9,Medium,e_wallet
2018-06-18,20:14:17,9.0,84316,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.4,129.8,13.0,High,credit_card
2018-08-12,12:39:14,1.0,93816,Female,Web,Member,Home & Furniture,Sofas,67.0,1.0,0.3,33.5,3.4,Medium,credit_card
2018-09-25,02:15:01,10.0,68298,Female,Web,Member,Home & Furniture,Beds,78.0,4.0,0.2,19.5,2.0,Medium,money_order
2018-05-05,11:38:28,9.0,61192,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.2,34.2,3.4,Medium,credit_card
2018-08-03,10:07:26,6.0,62283,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,5.0,0.4,19.2,1.9,High,credit_card
2018-01-24,20:36:26,8.0,64508,Female,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.2,70.0,7.0,Medium,money_order
2018-11-08,08:20:20,2.0,61199,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,4.0,0.3,26.4,2.6,Low,credit_card
2018-12-12,02:43:00,6.0,89591,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,3.0,0.4,110.1,11.0,Medium,credit_card
2018-06-03,22:13:05,7.0,82012,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,120.5,12.0,High,credit_card
2018-12-19,17:18:34,6.0,95028,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.3,17.0,1.7,Medium,credit_card
2018-10-27,14:31:44,1.0,84409,Female,Web,Member,Home & Furniture,Towels,228.0,5.0,0.3,113.8,11.4,Medium,credit_card
2018-07-24,17:00:38,2.0,77669,Male,Web,Member,Home & Furniture,Sofas,67.0,4.0,0.3,16.8,1.7,High,credit_card
2018-11-28,09:04:54,9.0,76407,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.3,78.0,7.8,High,credit_card
2018-01-10,08:53:55,7.0,77092,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.3,33.1,3.3,Medium,credit_card
2018-01-04,19:25:29,9.0,60148,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,3.0,0.4,29.1,2.9,Low,credit_card
2018-12-07,23:19:46,9.0,61464,Male,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.4,70.0,7.0,Medium,credit_card
2018-08-22,23:33:59,3.0,93821,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,5.0,0.3,33.1,3.3,Medium,credit_card
2018-05-23,19:30:30,1.0,81874,Male,Web,Guest,Home & Furniture,Sofa Covers,216.0,1.0,0.2,127.4,12.7,Medium,money_order
2018-03-02,10:04:07,1.0,62716,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,109.9,11.0,High,money_order
2018-04-09,15:11:37,8.0,64338,Female,Web,Member,Home & Furniture,Curtains,34.0,4.0,0.3,8.5,0.9,Medium,credit_card
2018-01-30,13:13:44,5.0,63547,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.2,145.7,14.6,Medium,credit_card
2018-07-12,20:05:49,10.0,92950,Male,Web,Guest,Home & Furniture,Sofas,67.0,5.0,0.4,13.4,1.3,Medium,e_wallet
2018-11-21,18:18:38,3.0,61948,Female,Web,Member,Home & Furniture,Beds,78.0,3.0,0.3,26.0,2.6,High,credit_card
2018-05-03,16:43:22,3.0,91423,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.3,33.1,3.3,Medium,credit_card
2018-09-07,19:21:45,2.0,72753,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.4,39.0,3.9,Medium,credit_card
2018-07-30,12:20:10,2.0,91292,Female,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.4,35.0,3.5,Low,credit_card
2018-06-18,09:03:18,2.0,92453,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,5.0,0.4,26.4,2.6,Medium,credit_card
2018-10-23,12:40:45,7.0,63124,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.4,118.7,11.9,Low,credit_card
2018-12-16,11:02:20,3.0,99004,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,5.0,0.4,88.8,8.9,High,credit_card
2018-05-07,11:20:02,7.0,95164,Female,Web,Member,Home & Furniture,Curtains,34.0,4.0,0.4,8.5,0.9,Low,credit_card
2018-06-30,14:24:07,5.0,66752,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.2,145.7,14.6,Medium,credit_card
2018-04-30,18:50:32,9.0,66250,Female,Mobile,Member,Home & Furniture,Sofas,67.0,1.0,0.3,67.0,6.7,Medium,money_order
2018-05-21,18:20:05,5.0,95557,Female,Web,Member,Home & Furniture,Beds,78.0,4.0,0.3,19.5,2.0,High,credit_card
2018-10-06,14:29:03,8.0,63129,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,3.0,0.4,24.7,2.5,High,money_order
2018-05-30,21:47:11,1.0,97342,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.2,41.5,4.2,Medium,credit_card
2018-10-29,17:33:02,10.0,99018,Male,Web,Member,Home & Furniture,Umbrellas,70.0,5.0,0.2,14.0,1.4,High,credit_card
2018-12-16,15:19:45,9.0,74574,Male,Web,Guest,Home & Furniture,Dinner Crockery,133.0,3.0,0.3,33.1,3.3,Medium,credit_card
2018-11-15,18:14:08,7.0,67481,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.3,114.4,11.4,Medium,e_wallet
2018-03-29,19:01:33,8.0,77541,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,4.0,0.4,97.2,9.7,Medium,credit_card
2018-09-15,18:15:47,2.0,64047,Female,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.3,6.8,0.7,Medium,credit_card
2018-06-17,10:10:55,9.0,94938,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.3,134.3,13.4,Medium,credit_card
2018-07-25,21:12:01,3.0,82309,Female,Web,Member,Home & Furniture,Sofas,67.0,1.0,0.2,33.5,3.4,Medium,credit_card
2018-10-30,16:15:33,4.0,91660,Female,Web,Member,Home & Furniture,Beds,78.0,3.0,0.4,26.0,2.6,High,credit_card
2018-06-07,16:01:22,9.0,72732,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.2,33.1,3.3,Medium,e_wallet
2018-12-30,21:57:01,10.0,92604,Male,Web,Member,Home & Furniture,Shoe Rack,124.0,3.0,0.3,25.4,2.5,Medium,credit_card
2018-10-11,17:19:41,3.0,75913,Female,Web,Member,Home & Furniture,Umbrellas,70.0,5.0,0.2,14.0,1.4,High,money_order
2018-02-08,21:45:09,1.0,64927,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.3,39.7,4.0,Medium,money_order
2018-12-08,10:46:04,10.0,67431,Female,Mobile,Member,Home & Furniture,Sofa Covers,216.0,4.0,0.4,101.4,10.1,High,credit_card
2018-09-23,11:02:31,1.0,99042,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,3.0,0.3,99.4,9.9,High,money_order
2018-10-03,22:47:35,10.0,87310,Female,Web,Member,Home & Furniture,Curtains,34.0,4.0,0.3,8.5,0.9,Medium,credit_card
2018-05-16,01:42:10,3.0,69803,Female,Web,Member,Home & Furniture,Towels,228.0,3.0,0.4,120.6,12.1,High,credit_card
2018-11-30,20:00:36,3.0,76793,Female,Web,Guest,Home & Furniture,Sofas,67.0,1.0,0.2,67.0,6.7,Medium,credit_card
2018-10-28,18:21:32,5.0,94788,Female,Web,Member,Home & Furniture,Beds,78.0,3.0,0.2,26.0,2.6,Medium,credit_card
2018-07-16,23:18:58,2.0,95056,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,4.0,0.2,34.2,3.4,High,money_order
2018-06-30,09:21:26,4.0,72965,Male,Web,Member,Home & Furniture,Shoe Rack,124.0,4.0,0.2,34.1,3.4,Medium,credit_card
2018-05-06,14:58:37,7.0,98787,Male,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.2,35.0,3.5,High,credit_card
2018-07-10,21:49:39,10.0,71127,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.3,49.0,4.9,High,credit_card
2018-05-23,17:51:24,4.0,63412,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.4,118.7,11.9,Medium,money_order
2018-12-05,20:42:54,7.0,68566,Male,Web,Member,Home & Furniture,Bed Sheets,211.0,5.0,0.2,120.5,12.0,High,credit_card
2018-05-08,16:48:02,3.0,69920,Female,Mobile,Member,Home & Furniture,Curtains,34.0,3.0,0.2,11.3,1.1,Medium,credit_card
2018-02-18,18:02:45,3.0,79584,Male,Web,Member,Home & Furniture,Towels,228.0,1.0,0.2,143.4,14.3,Medium,credit_card
2018-12-07,22:15:03,3.0,98964,Female,Web,Member,Home & Furniture,Sofas,67.0,3.0,0.2,22.3,2.2,Medium,credit_card
2018-06-22,11:29:42,1.0,81422,Male,Web,Member,Home & Furniture,Beds,78.0,5.0,0.3,15.6,1.6,High,credit_card
2018-11-15,17:14:23,4.0,71732,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,3.0,0.3,28.3,2.8,Medium,credit_card
2018-10-08,14:50:54,5.0,96406,Male,Web,Guest,Home & Furniture,Shoe Rack,124.0,1.0,0.4,39.0,3.9,Medium,credit_card
2018-11-04,21:00:48,1.0,67807,Female,Web,Member,Home & Furniture,Umbrellas,70.0,3.0,0.3,23.3,2.3,Low,money_order
2018-02-04,12:14:07,2.0,78595,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.4,37.0,3.7,High,credit_card
2018-05-08,11:13:54,4.0,61870,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,3.0,0.3,116.6,11.7,Medium,money_order
2018-11-24,21:11:15,9.0,75538,Male,Web,Guest,Home & Furniture,Bed Sheets,211.0,4.0,0.2,114.1,11.4,Medium,credit_card
2018-10-01,21:36:59,7.0,85188,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.2,17.0,1.7,Low,credit_card
2018-09-15,18:27:31,5.0,92114,Female,Web,Member,Home & Furniture,Towels,228.0,3.0,0.3,127.5,12.7,Medium,e_wallet
2018-06-14,18:27:28,9.0,99018,Female,Web,Member,Home & Furniture,Sofas,67.0,4.0,0.2,16.8,1.7,Medium,credit_card
2018-05-26,11:07:08,8.0,89335,Female,Mobile,Member,Home & Furniture,Beds,78.0,3.0,0.3,26.0,2.6,Medium,credit_card
2018-10-29,10:58:34,9.0,92961,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.4,34.2,3.4,Medium,credit_card
2018-11-17,17:33:01,6.0,73056,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,3.0,0.4,29.1,2.9,Medium,credit_card
2018-01-23,09:08:04,7.0,73088,Female,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.2,35.0,3.5,High,credit_card
2018-02-11,16:37:08,2.0,79275,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.3,33.1,3.3,Low,e_wallet
2018-11-20,08:03:39,3.0,64279,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.3,125.2,12.5,Medium,credit_card
2018-11-06,11:14:16,5.0,77989,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,5.0,0.2,120.5,12.0,Medium,e_wallet
2018-12-20,10:03:12,6.0,92014,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.2,34.0,3.4,Medium,money_order
2018-08-26,18:44:28,6.0,73015,Female,Web,Member,Home & Furniture,Towels,228.0,4.0,0.2,129.8,13.0,Medium,money_order
2018-12-20,13:06:31,9.0,77144,Male,Web,Member,Home & Furniture,Sofas,67.0,3.0,0.2,22.3,2.2,Medium,credit_card
2018-06-05,11:18:10,6.0,84802,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.2,78.0,7.8,Medium,credit_card
2018-07-15,14:50:17,7.0,90650,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.4,15.2,1.5,Medium,credit_card
2018-04-21,13:10:50,7.0,88696,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.3,36.6,3.7,High,credit_card
2018-11-25,14:45:46,3.0,62163,Female,Web,Member,Home & Furniture,Umbrellas,70.0,5.0,0.4,14.0,1.4,High,credit_card
2018-07-30,23:33:47,7.0,93550,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.4,37.0,3.7,Medium,money_order
2018-07-12,08:43:58,7.0,96853,Female,Mobile,Member,Home & Furniture,Sofa Covers,216.0,3.0,0.2,129.5,13.0,Medium,credit_card
2018-12-12,17:19:51,6.0,63542,Female,Mobile,Member,Home & Furniture,Bed Sheets,211.0,4.0,0.3,105.7,10.6,High,credit_card
2018-08-04,19:29:46,6.0,64384,Male,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.4,6.8,0.7,Medium,credit_card
2018-09-14,16:25:23,1.0,78888,Male,Web,Member,Home & Furniture,Towels,228.0,5.0,0.2,125.2,12.5,High,credit_card
2018-08-03,22:42:30,8.0,92617,Female,Web,Member,Home & Furniture,Sofas,67.0,1.0,0.3,33.5,3.4,High,credit_card
2018-07-23,11:24:44,3.0,90118,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.3,39.0,3.9,Medium,credit_card
2018-07-02,16:16:03,3.0,97524,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.3,21.2,2.1,Medium,credit_card
2018-09-26,13:55:24,5.0,86520,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,4.0,0.2,34.1,3.4,Medium,credit_card
2018-06-25,14:51:08,7.0,70951,Male,Web,Guest,Home & Furniture,Umbrellas,70.0,3.0,0.4,23.3,2.3,High,credit_card
2018-07-12,12:45:56,7.0,66299,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.4,37.0,3.7,Medium,credit_card
2018-09-02,14:59:56,9.0,67845,Male,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.2,131.7,13.2,High,credit_card
2018-08-03,00:55:53,2.0,89161,Female,Mobile,Member,Home & Furniture,Bed Sheets,211.0,4.0,0.4,97.2,9.7,Medium,credit_card
2018-06-26,13:59:49,2.0,83263,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.2,17.0,1.7,Medium,money_order
2018-11-20,18:57:30,1.0,79813,Female,Mobile,Member,Home & Furniture,Towels,228.0,4.0,0.2,138.9,13.9,Medium,credit_card
2018-09-06,08:19:38,8.0,82326,Female,Mobile,Member,Home & Furniture,Sofas,67.0,5.0,0.2,13.4,1.3,Medium,credit_card
2018-03-20,22:18:07,3.0,97600,Female,Web,Member,Home & Furniture,Beds,78.0,4.0,0.2,19.5,2.0,Medium,money_order
2018-10-09,09:30:43,2.0,92502,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,4.0,0.2,29.5,2.9,Medium,credit_card
2018-05-24,14:58:20,3.0,68437,Female,Mobile,Member,Home & Furniture,Shoe Rack,124.0,4.0,0.3,19.2,1.9,High,credit_card
2018-09-04,06:05:53,9.0,69673,Female,Web,Member,Home & Furniture,Umbrellas,70.0,4.0,0.2,17.5,1.8,High,credit_card
2018-06-08,18:03:33,1.0,88933,Male,Web,Member,Home & Furniture,Dinner Crockery,133.0,3.0,0.4,37.0,3.7,Medium,credit_card
2018-10-19,17:53:50,9.0,71886,Female,Mobile,Member,Home & Furniture,Sofa Covers,216.0,4.0,0.2,127.4,12.7,Low,credit_card
2018-02-18,08:39:38,9.0,84642,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,3.0,0.2,118.3,11.8,Medium,credit_card
2018-08-06,20:42:48,6.0,63070,Male,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.2,17.0,1.7,Medium,credit_card
2018-09-03,12:47:06,1.0,92946,Male,Web,Member,Home & Furniture,Towels,228.0,1.0,0.2,138.9,13.9,Medium,credit_card
2018-02-12,00:12:36,4.0,68706,Female,Web,Member,Home & Furniture,Sofas,67.0,5.0,0.3,13.4,1.3,Medium,money_order
2018-11-26,12:28:39,4.0,99513,Female,Web,Member,Home & Furniture,Beds,78.0,5.0,0.3,15.6,1.6,Medium,money_order
2018-10-22,03:33:41,6.0,73703,Male,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.3,31.9,3.2,Medium,money_order
2018-12-05,11:23:01,10.0,93956,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,1.0,0.2,41.5,4.2,Medium,credit_card
2018-12-15,20:52:37,10.0,63138,Female,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.2,70.0,7.0,Medium,credit_card
2018-10-19,14:22:35,2.0,82777,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,4.0,0.3,26.4,2.6,High,credit_card
2018-07-09,10:36:25,2.0,93291,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,5.0,0.2,114.4,11.4,Medium,credit_card
2018-01-10,16:30:04,8.0,66563,Male,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,124.7,12.5,Medium,credit_card
2018-04-06,17:59:31,8.0,77319,Female,Web,Member,Home & Furniture,Curtains,34.0,1.0,0.2,34.0,3.4,Medium,credit_card
2018-08-05,09:03:39,5.0,61588,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.3,141.2,14.1,Medium,credit_card
2018-10-19,15:12:47,7.0,93737,Female,Web,Member,Home & Furniture,Sofas,67.0,3.0,0.4,22.3,2.2,Medium,credit_card
2018-05-21,08:01:38,9.0,92494,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.3,78.0,7.8,Low,credit_card
2018-05-25,11:22:02,7.0,76069,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,1.0,0.3,35.4,3.5,Medium,credit_card
2018-01-29,19:51:21,8.0,67257,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,4.0,0.2,34.1,3.4,Low,e_wallet
2018-06-08,09:19:11,5.0,91187,Female,Web,Member,Home & Furniture,Umbrellas,70.0,3.0,0.3,23.3,2.3,High,credit_card
2018-08-02,20:00:09,3.0,61965,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.3,49.0,4.9,Medium,credit_card
2018-11-06,12:42:34,3.0,95154,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,1.0,0.3,129.5,13.0,Medium,money_order
2018-05-12,13:08:11,3.0,95793,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,120.5,12.0,Medium,credit_card
2018-08-24,19:16:08,4.0,66644,Male,Web,Member,Home & Furniture,Curtains,34.0,3.0,0.2,11.3,1.1,Medium,credit_card
2018-09-06,00:36:05,3.0,76508,Female,Mobile,Member,Home & Furniture,Towels,228.0,4.0,0.3,102.4,10.2,High,credit_card
2018-07-25,13:26:05,9.0,63651,Female,Web,Member,Home & Furniture,Sofas,67.0,1.0,0.3,67.0,6.7,Medium,credit_card
2018-08-17,22:45:48,4.0,64201,Male,Web,Member,Home & Furniture,Beds,78.0,3.0,0.4,26.0,2.6,Medium,credit_card
2018-09-17,16:36:25,7.0,76723,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,3.0,0.4,24.7,2.5,Medium,credit_card
2018-10-24,11:36:22,9.0,67621,Female,Web,Member,Home & Furniture,Shoe Rack,124.0,4.0,0.2,39.0,3.9,High,credit_card
2018-09-18,13:30:46,2.0,97798,Male,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.3,35.0,3.5,High,e_wallet
2018-01-11,09:41:39,7.0,68394,Male,Web,Member,Home & Furniture,Dinner Crockery,133.0,1.0,0.4,42.4,4.2,Medium,credit_card
2018-12-12,15:30:56,8.0,80841,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,4.0,0.3,92.8,9.3,Medium,credit_card
2018-05-22,20:21:55,3.0,98818,Male,Web,Member,Home & Furniture,Bed Sheets,211.0,4.0,0.3,88.8,8.9,Medium,credit_card
2018-05-29,16:55:52,10.0,98611,Male,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.2,6.8,0.7,High,credit_card
2018-07-17,10:58:54,8.0,70201,Female,Web,Member,Home & Furniture,Towels,228.0,1.0,0.4,129.8,13.0,Medium,money_order
2018-12-30,13:36:43,10.0,72968,Male,Web,Member,Home & Furniture,Sofas,67.0,4.0,0.3,16.8,1.7,Medium,credit_card
2018-08-15,15:24:08,4.0,86967,Female,Web,Member,Home & Furniture,Beds,78.0,1.0,0.2,78.0,7.8,High,credit_card
2018-05-05,18:30:17,3.0,94893,Female,Web,Member,Home & Furniture,Dinning Tables,119.0,5.0,0.3,21.2,2.1,Medium,credit_card
2018-12-28,10:41:50,1.0,63494,Male,Web,Guest,Home & Furniture,Shoe Rack,124.0,5.0,0.3,25.4,2.5,High,credit_card
2018-11-01,22:27:35,5.0,80427,Female,Web,Member,Home & Furniture,Umbrellas,70.0,1.0,0.4,35.0,3.5,High,money_order
2018-01-01,14:22:12,8.0,71797,Female,Web,Member,Home & Furniture,Dinner Crockery,133.0,5.0,0.2,39.7,4.0,Medium,credit_card
2018-01-03,22:41:26,8.0,62244,Female,Web,Member,Home & Furniture,Sofa Covers,216.0,4.0,0.3,92.8,9.3,Medium,credit_card
2018-01-25,22:23:14,4.0,84331,Female,Web,Member,Home & Furniture,Bed Sheets,211.0,1.0,0.3,118.3,11.8,Medium,credit_card
2018-05-14,08:17:01,8.0,82692,Female,Web,Member,Home & Furniture,Curtains,34.0,5.0,0.2,6.8,0.7,Medium,e_wallet
2018-05-02,12:18:19,5.0,73497,Male,Web,Member,Home & Furniture,Towels,228.0,4.0,0.3,120.6,12.1,Medium,credit_card
